,trial_label,trial_path,sec,weight,saveFolder,simLabel,epsp,loc
32,grid_search_00032,/Users/romanbaravalle/Documents/Channelopathie...,apic_17,0.0001,./grid_batch,grid_search_00032,0.081734,0.5
33,grid_search_00033,/Users/romanbaravalle/Documents/Channelopathie...,apic_18,0.0001,./grid_batch,grid_search_00033,0.074272,0.5
34,grid_search_00034,/Users/romanbaravalle/Documents/Channelopathie...,apic_19,0.0001,./grid_batch,grid_search_00034,0.069515,0.5
35,grid_search_00035,/Users/romanbaravalle/Documents/Channelopathie...,apic_2,0.0001,./grid_batch,grid_search_00035,0.087849,0.5
36,grid_search_00036,/Users/romanbaravalle/Documents/Channelopathie...,apic_20,0.0001,./grid_batch,grid_search_00036,0.068939,0.5
37,grid_search_00037,/Users/romanbaravalle/Documents/Channelopathie...,apic_21,0.0001,./grid_batch,grid_search_00037,0.06776,0.5
38,grid_search_00038,/Users/romanbaravalle/Documents/Channelopathie...,apic_22,0.0001,./grid_batch,grid_search_00038,0.063514,0.5
39,grid_search_00039,/Users/romanbaravalle/Documents/Channelopathie...,apic_23,0.0001,./grid_batch,grid_search_00039,0.064805,0.5
40,grid_search_00040,/Users/romanbaravalle/Documents/Channelopathie...,apic_24,0.0001,./grid_batch,grid_search_00040,0.068447,0.5
41,grid_search_00041,/Users/romanbaravalle/Documents/Channelopathie...,apic_25,0.0001,./grid_batch,grid_search_00041,0.066357,0.5
42,grid_search_00042,/Users/romanbaravalle/Documents/Channelopathie...,apic_26,0.0001,./grid_batch,grid_search_00042,0.065777,0.5
43,grid_search_00043,/Users/romanbaravalle/Documents/Channelopathie...,apic_27,0.0001,./grid_batch,grid_search_00043,0.068463,0.5
44,grid_search_00044,/Users/romanbaravalle/Documents/Channelopathie...,apic_28,0.0001,./grid_batch,grid_search_00044,0.066419,0.5
45,grid_search_00045,/Users/romanbaravalle/Documents/Channelopathie...,apic_29,0.0001,./grid_batch,grid_search_00045,0.066456,0.5
46,grid_search_00046,/Users/romanbaravalle/Documents/Channelopathie...,apic_3,0.0001,./grid_batch,grid_search_00046,0.090469,0.5
47,grid_search_00047,/Users/romanbaravalle/Documents/Channelopathie...,apic_30,0.0001,./grid_batch,grid_search_00047,0.067583,0.5
48,grid_search_00048,/Users/romanbaravalle/Documents/Channelopathie...,apic_31,0.0001,./grid_batch,grid_search_00048,0.064505,0.5
49,grid_search_00049,/Users/romanbaravalle/Documents/Channelopathie...,apic_32,0.0001,./grid_batch,grid_search_00049,0.062839,0.5
50,grid_search_00050,/Users/romanbaravalle/Documents/Channelopathie...,apic_33,0.0001,./grid_batch,grid_search_00050,0.062158,0.5
51,grid_search_00051,/Users/romanbaravalle/Documents/Channelopathie...,apic_34,0.0001,./grid_batch,grid_search_00051,0.06236,0.5
52,grid_search_00052,/Users/romanbaravalle/Documents/Channelopathie...,apic_35,0.0001,./grid_batch,grid_search_00052,0.057751,0.5
53,grid_search_00053,/Users/romanbaravalle/Documents/Channelopathie...,apic_36,0.0001,./grid_batch,grid_search_00053,0.057894,0.5
54,grid_search_00054,/Users/romanbaravalle/Documents/Channelopathie...,apic_37,0.0001,./grid_batch,grid_search_00054,0.053213,0.5
55,grid_search_00055,/Users/romanbaravalle/Documents/Channelopathie...,apic_38,0.0001,./grid_batch,grid_search_00055,0.055103,0.5
56,grid_search_00056,/Users/romanbaravalle/Documents/Channelopathie...,apic_39,0.0001,./grid_batch,grid_search_00056,0.052591,0.5
57,grid_search_00057,/Users/romanbaravalle/Documents/Channelopathie...,apic_4,0.0001,./grid_batch,grid_search_00057,0.082577,0.5
58,grid_search_00058,/Users/romanbaravalle/Documents/Channelopathie...,apic_40,0.0001,./grid_batch,grid_search_00058,0.054081,0.5
59,grid_search_00059,/Users/romanbaravalle/Documents/Channelopathie...,apic_41,0.0001,./grid_batch,grid_search_00059,0.053129,0.5
60,grid_search_00060,/Users/romanbaravalle/Documents/Channelopathie...,apic_42,0.0001,./grid_batch,grid_search_00060,0.052409,0.5
61,grid_search_00061,/Users/romanbaravalle/Documents/Channelopathie...,apic_43,0.0001,./grid_batch,grid_search_00061,0.048987,0.5
62,grid_search_00062,/Users/romanbaravalle/Documents/Channelopathie...,apic_44,0.0001,./grid_batch,grid_search_00062,0.0465,0.5
63,grid_search_00063,/Users/romanbaravalle/Documents/Channelopathie...,apic_45,0.0001,./grid_batch,grid_search_00063,0.0465,0.5
64,grid_search_00064,/Users/romanbaravalle/Documents/Channelopathie...,apic_46,0.0001,./grid_batch,grid_search_00064,0.047828,0.5
65,grid_search_00065,/Users/romanbaravalle/Documents/Channelopathie...,apic_47,0.0001,./grid_batch,grid_search_00065,0.050221,0.5
66,grid_search_00066,/Users/romanbaravalle/Documents/Channelopathie...,apic_48,0.0001,./grid_batch,grid_search_00066,0.043364,0.5
67,grid_search_00067,/Users/romanbaravalle/Documents/Channelopathie...,apic_49,0.0001,./grid_batch,grid_search_00067,0.037683,0.5
68,grid_search_00068,/Users/romanbaravalle/Documents/Channelopathie...,apic_5,0.0001,./grid_batch,grid_search_00068,0.086361,0.5
69,grid_search_00069,/Users/romanbaravalle/Documents/Channelopathie...,apic_50,0.0001,./grid_batch,grid_search_00069,0.037683,0.5
70,grid_search_00070,/Users/romanbaravalle/Documents/Channelopathie...,apic_51,0.0001,./grid_batch,grid_search_00070,0.041356,0.5
71,grid_search_00071,/Users/romanbaravalle/Documents/Channelopathie...,apic_52,0.0001,./grid_batch,grid_search_00071,0.052602,0.5
72,grid_search_00072,/Users/romanbaravalle/Documents/Channelopathie...,apic_53,0.0001,./grid_batch,grid_search_00072,0.0507,0.5
73,grid_search_00073,/Users/romanbaravalle/Documents/Channelopathie...,apic_54,0.0001,./grid_batch,grid_search_00073,0.049822,0.5
74,grid_search_00074,/Users/romanbaravalle/Documents/Channelopathie...,apic_55,0.0001,./grid_batch,grid_search_00074,0.047015,0.5
75,grid_search_00075,/Users/romanbaravalle/Documents/Channelopathie...,apic_56,0.0001,./grid_batch,grid_search_00075,0.045793,0.5
76,grid_search_00076,/Users/romanbaravalle/Documents/Channelopathie...,apic_57,0.0001,./grid_batch,grid_search_00076,0.043543,0.5
77,grid_search_00077,/Users/romanbaravalle/Documents/Channelopathie...,apic_58,0.0001,./grid_batch,grid_search_00077,0.043771,0.5
78,grid_search_00078,/Users/romanbaravalle/Documents/Channelopathie...,apic_59,0.0001,./grid_batch,grid_search_00078,0.045482,0.5
79,grid_search_00079,/Users/romanbaravalle/Documents/Channelopathie...,apic_6,0.0001,./grid_batch,grid_search_00079,0.083568,0.5
80,grid_search_00080,/Users/romanbaravalle/Documents/Channelopathie...,apic_60,0.0001,./grid_batch,grid_search_00080,0.04371,0.5
81,grid_search_00081,/Users/romanbaravalle/Documents/Channelopathie...,apic_61,0.0001,./grid_batch,grid_search_00081,0.044211,0.5
82,grid_search_00082,/Users/romanbaravalle/Documents/Channelopathie...,apic_62,0.0001,./grid_batch,grid_search_00082,0.043403,0.5
83,grid_search_00083,/Users/romanbaravalle/Documents/Channelopathie...,apic_63,0.0001,./grid_batch,grid_search_00083,0.043403,0.5
84,grid_search_00084,/Users/romanbaravalle/Documents/Channelopathie...,apic_64,0.0001,./grid_batch,grid_search_00084,0.046535,0.5
85,grid_search_00085,/Users/romanbaravalle/Documents/Channelopathie...,apic_65,0.0001,./grid_batch,grid_search_00085,0.04381,0.5
86,grid_search_00086,/Users/romanbaravalle/Documents/Channelopathie...,apic_66,0.0001,./grid_batch,grid_search_00086,0.031268,0.5
87,grid_search_00087,/Users/romanbaravalle/Documents/Channelopathie...,apic_67,0.0001,./grid_batch,grid_search_00087,0.01911,0.5
88,grid_search_00088,/Users/romanbaravalle/Documents/Channelopathie...,apic_68,0.0001,./grid_batch,grid_search_00088,0.01333,0.5
89,grid_search_00089,/Users/romanbaravalle/Documents/Channelopathie...,apic_69,0.0001,./grid_batch,grid_search_00089,0.017849,0.5
90,grid_search_00090,/Users/romanbaravalle/Documents/Channelopathie...,apic_7,0.0001,./grid_batch,grid_search_00090,0.081295,0.5
91,grid_search_00091,/Users/romanbaravalle/Documents/Channelopathie...,apic_70,0.0001,./grid_batch,grid_search_00091,0.016438,0.5
92,grid_search_00092,/Users/romanbaravalle/Documents/Channelopathie...,apic_71,0.0001,./grid_batch,grid_search_00092,0.013337,0.5
93,grid_search_00093,/Users/romanbaravalle/Documents/Channelopathie...,apic_72,0.0001,./grid_batch,grid_search_00093,0.011685,0.5
94,grid_search_00094,/Users/romanbaravalle/Documents/Channelopathie...,apic_73,0.0001,./grid_batch,grid_search_00094,0.010018,0.5
95,grid_search_00095,/Users/romanbaravalle/Documents/Channelopathie...,apic_74,0.0001,./grid_batch,grid_search_00095,0.010724,0.5
96,grid_search_00096,/Users/romanbaravalle/Documents/Channelopathie...,apic_75,0.0001,./grid_batch,grid_search_00096,0.011355,0.5
97,grid_search_00097,/Users/romanbaravalle/Documents/Channelopathie...,apic_76,0.0001,./grid_batch,grid_search_00097,0.011192,0.5
98,grid_search_00098,/Users/romanbaravalle/Documents/Channelopathie...,apic_77,0.0001,./grid_batch,grid_search_00098,0.016719,0.5
99,grid_search_00099,/Users/romanbaravalle/Documents/Channelopathie...,apic_78,0.0001,./grid_batch,grid_search_00099,0.012517,0.5
100,grid_search_00100,/Users/romanbaravalle/Documents/Channelopathie...,apic_79,0.0001,./grid_batch,grid_search_00100,0.006733,0.5
101,grid_search_00101,/Users/romanbaravalle/Documents/Channelopathie...,apic_8,0.0001,./grid_batch,grid_search_00101,0.079528,0.5
102,grid_search_00102,/Users/romanbaravalle/Documents/Channelopathie...,apic_80,0.0001,./grid_batch,grid_search_00102,0.008886,0.5
103,grid_search_00103,/Users/romanbaravalle/Documents/Channelopathie...,apic_81,0.0001,./grid_batch,grid_search_00103,0.007441,0.5
104,grid_search_00104,/Users/romanbaravalle/Documents/Channelopathie...,apic_82,0.0001,./grid_batch,grid_search_00104,0.006352,0.5
105,grid_search_00105,/Users/romanbaravalle/Documents/Channelopathie...,apic_83,0.0001,./grid_batch,grid_search_00105,0.013573,0.5
106,grid_search_00106,/Users/romanbaravalle/Documents/Channelopathie...,apic_84,0.0001,./grid_batch,grid_search_00106,0.009927,0.5
107,grid_search_00107,/Users/romanbaravalle/Documents/Channelopathie...,apic_85,0.0001,./grid_batch,grid_search_00107,0.008926,0.5
108,grid_search_00108,/Users/romanbaravalle/Documents/Channelopathie...,apic_86,0.0001,./grid_batch,grid_search_00108,0.006827,0.5
109,grid_search_00109,/Users/romanbaravalle/Documents/Channelopathie...,apic_87,0.0001,./grid_batch,grid_search_00109,0.005853,0.5
110,grid_search_00110,/Users/romanbaravalle/Documents/Channelopathie...,apic_88,0.0001,./grid_batch,grid_search_00110,0.005154,0.5
111,grid_search_00111,/Users/romanbaravalle/Documents/Channelopathie...,apic_89,0.0001,./grid_batch,grid_search_00111,0.005117,0.5
112,grid_search_00112,/Users/romanbaravalle/Documents/Channelopathie...,apic_9,0.0001,./grid_batch,grid_search_00112,0.076298,0.5
113,grid_search_00113,/Users/romanbaravalle/Documents/Channelopathie...,apic_90,0.0001,./grid_batch,grid_search_00113,0.005127,0.5
114,grid_search_00114,/Users/romanbaravalle/Documents/Channelopathie...,apic_91,0.0001,./grid_batch,grid_search_00114,0.005097,0.5
115,grid_search_00115,/Users/romanbaravalle/Documents/Channelopathie...,apic_92,0.0001,./grid_batch,grid_search_00115,0.00651,0.5
116,grid_search_00116,/Users/romanbaravalle/Documents/Channelopathie...,apic_93,0.0001,./grid_batch,grid_search_00116,0.005002,0.5
117,grid_search_00117,/Users/romanbaravalle/Documents/Channelopathie...,apic_94,0.0001,./grid_batch,grid_search_00117,0.004899,0.5
118,grid_search_00118,/Users/romanbaravalle/Documents/Channelopathie...,apic_95,0.0001,./grid_batch,grid_search_00118,0.007707,0.5
119,grid_search_00119,/Users/romanbaravalle/Documents/Channelopathie...,apic_96,0.0001,./grid_batch,grid_search_00119,0.007141,0.5
120,grid_search_00120,/Users/romanbaravalle/Documents/Channelopathie...,apic_97,0.0001,./grid_batch,grid_search_00120,0.00717,0.5
121,grid_search_00121,/Users/romanbaravalle/Documents/Channelopathie...,apic_98,0.0001,./grid_batch,grid_search_00121,0.015853,0.5
122,grid_search_00122,/Users/romanbaravalle/Documents/Channelopathie...,apic_99,0.0001,./grid_batch,grid_search_00122,0.012828,0.5
123,grid_search_00123,/Users/romanbaravalle/Documents/Channelopathie...,dend_0,0.0001,./grid_batch,grid_search_00123,0.101254,0.5
124,grid_search_00124,/Users/romanbaravalle/Documents/Channelopathie...,dend_1,0.0001,./grid_batch,grid_search_00124,0.09989,0.5
125,grid_search_00125,/Users/romanbaravalle/Documents/Channelopathie...,dend_10,0.0001,./grid_batch,grid_search_00125,0.101848,0.5
126,grid_search_00126,/Users/romanbaravalle/Documents/Channelopathie...,dend_100,0.0001,./grid_batch,grid_search_00126,0.097941,0.5
127,grid_search_00127,/Users/romanbaravalle/Documents/Channelopathie...,dend_101,0.0001,./grid_batch,grid_search_00127,0.09599,0.5
128,grid_search_00128,/Users/romanbaravalle/Documents/Channelopathie...,dend_102,0.0001,./grid_batch,grid_search_00128,0.093971,0.5
129,grid_search_00129,/Users/romanbaravalle/Documents/Channelopathie...,dend_103,0.0001,./grid_batch,grid_search_00129,0.095307,0.5
130,grid_search_00130,/Users/romanbaravalle/Documents/Channelopathie...,dend_104,0.0001,./grid_batch,grid_search_00130,0.097069,0.5
131,grid_search_00131,/Users/romanbaravalle/Documents/Channelopathie...,dend_105,0.0001,./grid_batch,grid_search_00131,0.090025,0.5
132,grid_search_00132,/Users/romanbaravalle/Documents/Channelopathie...,dend_106,0.0001,./grid_batch,grid_search_00132,0.089637,0.5
133,grid_search_00133,/Users/romanbaravalle/Documents/Channelopathie...,dend_107,0.0001,./grid_batch,grid_search_00133,0.088507,0.5
134,grid_search_00134,/Users/romanbaravalle/Documents/Channelopathie...,dend_108,0.0001,./grid_batch,grid_search_00134,0.096861,0.5
135,grid_search_00135,/Users/romanbaravalle/Documents/Channelopathie...,dend_109,0.0001,./grid_batch,grid_search_00135,0.091711,0.5
136,grid_search_00136,/Users/romanbaravalle/Documents/Channelopathie...,dend_11,0.0001,./grid_batch,grid_search_00136,0.099296,0.5
137,grid_search_00137,/Users/romanbaravalle/Documents/Channelopathie...,dend_110,0.0001,./grid_batch,grid_search_00137,0.095836,0.5
138,grid_search_00138,/Users/romanbaravalle/Documents/Channelopathie...,dend_111,0.0001,./grid_batch,grid_search_00138,0.082955,0.5
139,grid_search_00139,/Users/romanbaravalle/Documents/Channelopathie...,dend_112,0.0001,./grid_batch,grid_search_00139,0.083033,0.5
140,grid_search_00140,/Users/romanbaravalle/Documents/Channelopathie...,dend_12,0.0001,./grid_batch,grid_search_00140,0.100895,0.5
141,grid_search_00141,/Users/romanbaravalle/Documents/Channelopathie...,dend_13,0.0001,./grid_batch,grid_search_00141,0.100234,0.5
142,grid_search_00142,/Users/romanbaravalle/Documents/Channelopathie...,dend_14,0.0001,./grid_batch,grid_search_00142,0.096111,0.5
143,grid_search_00143,/Users/romanbaravalle/Documents/Channelopathie...,dend_15,0.0001,./grid_batch,grid_search_00143,0.099021,0.5
144,grid_search_00144,/Users/romanbaravalle/Documents/Channelopathie...,dend_16,0.0001,./grid_batch,grid_search_00144,0.098208,0.5
145,grid_search_00145,/Users/romanbaravalle/Documents/Channelopathie...,dend_17,0.0001,./grid_batch,grid_search_00145,0.101747,0.5
146,grid_search_00146,/Users/romanbaravalle/Documents/Channelopathie...,dend_18,0.0001,./grid_batch,grid_search_00146,0.097811,0.5
147,grid_search_00147,/Users/romanbaravalle/Documents/Channelopathie...,dend_19,0.0001,./grid_batch,grid_search_00147,0.095404,0.5
148,grid_search_00148,/Users/romanbaravalle/Documents/Channelopathie...,dend_2,0.0001,./grid_batch,grid_search_00148,0.099671,0.5
149,grid_search_00149,/Users/romanbaravalle/Documents/Channelopathie...,dend_20,0.0001,./grid_batch,grid_search_00149,0.094354,0.5
150,grid_search_00150,/Users/romanbaravalle/Documents/Channelopathie...,dend_21,0.0001,./grid_batch,grid_search_00150,0.093019,0.5
151,grid_search_00151,/Users/romanbaravalle/Documents/Channelopathie...,dend_22,0.0001,./grid_batch,grid_search_00151,0.093082,0.5
152,grid_search_00152,/Users/romanbaravalle/Documents/Channelopathie...,dend_23,0.0001,./grid_batch,grid_search_00152,0.094517,0.5
153,grid_search_00153,/Users/romanbaravalle/Documents/Channelopathie...,dend_24,0.0001,./grid_batch,grid_search_00153,0.093499,0.5
154,grid_search_00154,/Users/romanbaravalle/Documents/Channelopathie...,dend_25,0.0001,./grid_batch,grid_search_00154,0.092875,0.5
155,grid_search_00155,/Users/romanbaravalle/Documents/Channelopathie...,dend_26,0.0001,./grid_batch,grid_search_00155,0.09571,0.5
156,grid_search_00156,/Users/romanbaravalle/Documents/Channelopathie...,dend_27,0.0001,./grid_batch,grid_search_00156,0.093941,0.5
157,grid_search_00157,/Users/romanbaravalle/Documents/Channelopathie...,dend_28,0.0001,./grid_batch,grid_search_00157,0.094812,0.5
158,grid_search_00158,/Users/romanbaravalle/Documents/Channelopathie...,dend_29,0.0001,./grid_batch,grid_search_00158,0.099978,0.5
159,grid_search_00159,/Users/romanbaravalle/Documents/Channelopathie...,dend_3,0.0001,./grid_batch,grid_search_00159,0.102517,0.5
160,grid_search_00160,/Users/romanbaravalle/Documents/Channelopathie...,dend_30,0.0001,./grid_batch,grid_search_00160,0.098439,0.5
161,grid_search_00161,/Users/romanbaravalle/Documents/Channelopathie...,dend_31,0.0001,./grid_batch,grid_search_00161,0.096132,0.5
162,grid_search_00162,/Users/romanbaravalle/Documents/Channelopathie...,dend_32,0.0001,./grid_batch,grid_search_00162,0.096625,0.5
163,grid_search_00163,/Users/romanbaravalle/Documents/Channelopathie...,dend_33,0.0001,./grid_batch,grid_search_00163,0.090353,0.5
164,grid_search_00164,/Users/romanbaravalle/Documents/Channelopathie...,dend_34,0.0001,./grid_batch,grid_search_00164,0.088385,0.5
165,grid_search_00165,/Users/romanbaravalle/Documents/Channelopathie...,dend_35,0.0001,./grid_batch,grid_search_00165,0.087919,0.5
166,grid_search_00166,/Users/romanbaravalle/Documents/Channelopathie...,dend_36,0.0001,./grid_batch,grid_search_00166,0.08642,0.5
167,grid_search_00167,/Users/romanbaravalle/Documents/Channelopathie...,dend_37,0.0001,./grid_batch,grid_search_00167,0.085872,0.5
168,grid_search_00168,/Users/romanbaravalle/Documents/Channelopathie...,dend_38,0.0001,./grid_batch,grid_search_00168,0.087806,0.5
169,grid_search_00169,/Users/romanbaravalle/Documents/Channelopathie...,dend_39,0.0001,./grid_batch,grid_search_00169,0.08643,0.5
170,grid_search_00170,/Users/romanbaravalle/Documents/Channelopathie...,dend_4,0.0001,./grid_batch,grid_search_00170,0.101994,0.5
171,grid_search_00171,/Users/romanbaravalle/Documents/Channelopathie...,dend_40,0.0001,./grid_batch,grid_search_00171,0.085588,0.5
172,grid_search_00172,/Users/romanbaravalle/Documents/Channelopathie...,dend_41,0.0001,./grid_batch,grid_search_00172,0.083349,0.5
173,grid_search_00173,/Users/romanbaravalle/Documents/Channelopathie...,dend_42,0.0001,./grid_batch,grid_search_00173,0.085265,0.5
174,grid_search_00174,/Users/romanbaravalle/Documents/Channelopathie...,dend_43,0.0001,./grid_batch,grid_search_00174,0.083768,0.5
175,grid_search_00175,/Users/romanbaravalle/Documents/Channelopathie...,dend_44,0.0001,./grid_batch,grid_search_00175,0.084285,0.5
176,grid_search_00176,/Users/romanbaravalle/Documents/Channelopathie...,dend_45,0.0001,./grid_batch,grid_search_00176,0.084507,0.5
177,grid_search_00177,/Users/romanbaravalle/Documents/Channelopathie...,dend_46,0.0001,./grid_batch,grid_search_00177,0.086807,0.5
178,grid_search_00178,/Users/romanbaravalle/Documents/Channelopathie...,dend_47,0.0001,./grid_batch,grid_search_00178,0.084901,0.5
179,grid_search_00179,/Users/romanbaravalle/Documents/Channelopathie...,dend_48,0.0001,./grid_batch,grid_search_00179,0.08589,0.5
180,grid_search_00180,/Users/romanbaravalle/Documents/Channelopathie...,dend_49,0.0001,./grid_batch,grid_search_00180,0.08406,0.5
181,grid_search_00181,/Users/romanbaravalle/Documents/Channelopathie...,dend_5,0.0001,./grid_batch,grid_search_00181,0.072166,0.5
182,grid_search_00182,/Users/romanbaravalle/Documents/Channelopathie...,dend_50,0.0001,./grid_batch,grid_search_00182,0.084268,0.5
183,grid_search_00183,/Users/romanbaravalle/Documents/Channelopathie...,dend_51,0.0001,./grid_batch,grid_search_00183,0.088465,0.5
184,grid_search_00184,/Users/romanbaravalle/Documents/Channelopathie...,dend_52,0.0001,./grid_batch,grid_search_00184,0.087899,0.5
185,grid_search_00185,/Users/romanbaravalle/Documents/Channelopathie...,dend_53,0.0001,./grid_batch,grid_search_00185,0.085591,0.5
186,grid_search_00186,/Users/romanbaravalle/Documents/Channelopathie...,dend_54,0.0001,./grid_batch,grid_search_00186,0.08628,0.5
187,grid_search_00187,/Users/romanbaravalle/Documents/Channelopathie...,dend_55,0.0001,./grid_batch,grid_search_00187,0.086002,0.5
188,grid_search_00188,/Users/romanbaravalle/Documents/Channelopathie...,dend_56,0.0001,./grid_batch,grid_search_00188,0.09049,0.5
189,grid_search_00189,/Users/romanbaravalle/Documents/Channelopathie...,dend_57,0.0001,./grid_batch,grid_search_00189,0.10267,0.5
190,grid_search_00190,/Users/romanbaravalle/Documents/Channelopathie...,dend_58,0.0001,./grid_batch,grid_search_00190,0.101637,0.5
191,grid_search_00191,/Users/romanbaravalle/Documents/Channelopathie...,dend_59,0.0001,./grid_batch,grid_search_00191,0.100853,0.5
192,grid_search_00192,/Users/romanbaravalle/Documents/Channelopathie...,dend_6,0.0001,./grid_batch,grid_search_00192,0.057861,0.5
193,grid_search_00193,/Users/romanbaravalle/Documents/Channelopathie...,dend_60,0.0001,./grid_batch,grid_search_00193,0.102292,0.5
194,grid_search_00194,/Users/romanbaravalle/Documents/Channelopathie...,dend_61,0.0001,./grid_batch,grid_search_00194,0.101249,0.5
195,grid_search_00195,/Users/romanbaravalle/Documents/Channelopathie...,dend_62,0.0001,./grid_batch,grid_search_00195,0.101238,0.5
196,grid_search_00196,/Users/romanbaravalle/Documents/Channelopathie...,dend_63,0.0001,./grid_batch,grid_search_00196,0.102193,0.5
197,grid_search_00197,/Users/romanbaravalle/Documents/Channelopathie...,dend_64,0.0001,./grid_batch,grid_search_00197,0.101567,0.5
198,grid_search_00198,/Users/romanbaravalle/Documents/Channelopathie...,dend_65,0.0001,./grid_batch,grid_search_00198,0.100666,0.5
199,grid_search_00199,/Users/romanbaravalle/Documents/Channelopathie...,dend_66,0.0001,./grid_batch,grid_search_00199,0.100786,0.5
200,grid_search_00200,/Users/romanbaravalle/Documents/Channelopathie...,dend_67,0.0001,./grid_batch,grid_search_00200,0.100383,0.5
201,grid_search_00201,/Users/romanbaravalle/Documents/Channelopathie...,dend_68,0.0001,./grid_batch,grid_search_00201,0.101376,0.5
202,grid_search_00202,/Users/romanbaravalle/Documents/Channelopathie...,dend_69,0.0001,./grid_batch,grid_search_00202,0.099289,0.5
203,grid_search_00203,/Users/romanbaravalle/Documents/Channelopathie...,dend_7,0.0001,./grid_batch,grid_search_00203,0.101877,0.5
